	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	14	100	2	1	3.155318e-01	0.000000e+00	3.030000e-01
1	14	100	3	2	4.796781e-01	0.000000e+00	7.910000e-01
2	14	100	4	1	6.561767e+00	0.000000e+00	1.030000e-03
3	14	100	4	2	6.246221e+00	0.000000e+00	8.120000e+00
4	14	100	4	3	5.766538e+00	0.000000e+00	1.930000e+01
5	14	100	5	2	1.304940e+01	0.000000e+00	2.070000e+02
6	14	100	5	3	1.256973e+01	0.000000e+00	1.060000e-01
7	14	100	5	4	6.803154e+00	0.000000e+00	2.870000e+00
8	14	100	6	2	1.837694e+01	2.230000e-05	5.480000e+04
9	14	100	6	3	1.789728e+01	5.950000e-05	1.380000e+05
10	14	100	6	4	1.213076e+01	8.900000e-08	8.160000e+01
11	14	100	7	2	3.592332e+01	1.840000e-01	2.070000e+09
12	14	100	7	3	3.544372e+01	3.690000e-02	4.050000e+08
13	14	100	7	4	2.967711e+01	1.400000e-04	1.060000e+06
14	14	100	8	1	3.625687e+01	8.310000e-02	1.590000e+09
15	14	100	8	2	3.594134e+01	4.870000e-02	9.150000e+08
16	14	100	8	3	3.546166e+01	1.960000e-03	3.580000e+07
17	14	100	8	4	2.969510e+01	7.170000e-05	8.990000e+05
18	14	100	8	5	2.289194e+01	7.650000e-05	6.080000e+05
19	14	100	9	3	3.543572e+01	3.030000e-01	2.380000e+09
20	14	100	9	4	2.966923e+01	9.700000e-04	5.220000e+06
21	14	100	10	2	4.234290e+01	8.890000e-02	6.920000e+09
22	14	100	11	1	4.265025e+01	8.260000e-02	2.180000e+09
23	14	100	11	2	4.233480e+01	7.980000e-02	2.070000e+09
24	14	100	11	3	4.185501e+01	1.030000e-01	2.620000e+09
25	14	100	11	4	3.608854e+01	3.450000e-04	6.400000e+06
26	14	100	11	5	2.928532e+01	2.150000e-04	2.760000e+06
27	14	100	12	2	4.234825e+01	8.940000e-02	1.390000e+09
28	14	100	12	3	4.186859e+01	3.510000e-01	5.350000e+09
29	14	100	12	4	3.610199e+01	1.340000e-04	1.490000e+06
30	14	100	13	2	5.428576e+01	1.130000e-04	3.090000e+06
31	14	100	13	3	5.380609e+01	2.330000e-03	6.240000e+07
32	14	100	13	4	4.803937e+01	9.560000e-01	2.030000e+10
33	14	100	14	1	5.541204e+01	9.750000e-02	4.620000e+09
34	14	100	14	2	5.509634e+01	2.960000e-01	1.380000e+10
35	14	100	14	3	5.461674e+01	5.130000e-01	2.360000e+10
36	14	100	14	4	4.885007e+01	3.670000e-04	1.340000e+07
37	14	100	14	5	4.204693e+01	2.560000e-04	7.270000e+06
38	14	100	15	1	6.109195e+01	1.640000e-05	9.320000e+05
39	14	100	15	2	6.077630e+01	1.680000e-03	9.490000e+07
40	14	100	15	3	6.029657e+01	1.280000e-04	7.080000e+06
41	14	100	15	4	5.453002e+01	6.140000e-01	2.770000e+10
42	14	100	15	5	4.772684e+01	1.820000e-01	6.520000e+09
43	14	100	16	6	6.496474e+01	1.660000e-04	6.680000e+06
44	14	100	16	7	4.741834e+01	1.580000e-01	3.280000e+09
45	14	100	16	8	4.740040e+01	1.230000e-02	2.550000e+08
46	14	100	16	9	4.742633e+01	7.300000e-01	1.510000e+10
47	14	100	16	11	4.100708e+01	7.720000e-02	1.210000e+09
48	14	100	16	12	4.099353e+01	1.900000e-01	2.980000e+09
49	14	100	16	13	2.905609e+01	2.120000e-03	1.530000e+07
50	14	100	16	14	2.824538e+01	3.960000e-01	2.690000e+09
51	14	100	16	15	2.256549e+01	6.660000e-04	2.920000e+06
52	14	100	17	6	6.552716e+01	4.840000e-05	3.290000e+06
53	14	100	17	7	4.798081e+01	3.680000e-01	1.300000e+10
54	14	100	17	8	4.796280e+01	1.400000e-01	4.960000e+09
55	14	100	17	10	4.156121e+01	5.780000e-02	1.550000e+09
56	14	100	17	11	4.156943e+01	3.080000e-02	8.260000e+08
57	14	100	17	12	4.155592e+01	9.740000e-02	2.610000e+09
58	14	100	17	13	2.961848e+01	4.430000e-05	5.530000e+05
59	14	100	17	14	2.880777e+01	2.490000e-01	2.930000e+09
60	14	100	17	15	2.312788e+01	1.030000e-03	7.910000e+06
61	14	100	18	8	4.818331e+01	1.650000e-01	1.760000e+10
62	14	100	18	11	4.178998e+01	6.510000e-02	5.300000e+09
63	14	100	18	14	2.902833e+01	8.520000e-02	3.060000e+09
64	14	100	18	15	2.334844e+01	4.320000e-05	1.010000e+06
65	14	100	19	7	5.296503e+01	5.000000e-04	1.330000e+07
66	14	100	19	8	5.294715e+01	2.350000e-05	6.260000e+05
67	14	100	19	9	5.297294e+01	2.710000e-03	7.230000e+07
68	14	100	19	11	4.655372e+01	3.310000e-04	6.930000e+06
69	14	100	19	12	4.654009e+01	6.540000e-05	1.370000e+06
70	14	100	19	13	3.460268e+01	1.140000e+00	1.240000e+10
71	14	100	19	15	2.811210e+01	1.940000e-01	1.420000e+09
72	14	100	20	8	6.536823e+01	2.020000e-05	4.070000e+06
73	14	100	20	11	5.897491e+01	1.390000e-04	2.300000e+07
74	14	100	20	14	4.621325e+01	1.630000e-03	1.590000e+08
75	14	100	20	15	4.053329e+01	4.140000e-01	3.140000e+10
76	14	100	21	2	-2.036365e+02	5.500000e-02	9.900000e+10
77	14	100	21	17	-1.181966e+02	7.070000e-04	4.290000e+08
78	14	100	22	1	2.012662e+02	5.360000e-02	3.230000e+10
79	14	100	22	2	2.009498e+02	3.960000e-02	2.380000e+10
80	14	100	22	3	2.004722e+02	6.990000e-02	4.180000e+10
81	14	100	22	4	1.947044e+02	4.960000e-03	2.790000e+09
82	14	100	22	5	1.879026e+02	9.140000e-04	4.840000e+08
83	14	100	22	16	1.176091e+02	8.430000e-04	1.730000e+08
84	14	100	22	17	1.170473e+02	5.080000e-04	1.030000e+08
85	14	100	22	18	1.168267e+02	6.840000e-04	1.380000e+08
86	14	100	22	19	1.120632e+02	1.560000e-04	2.850000e+07
87	14	100	22	20	9.964155e+01	8.010000e-05	1.150000e+07
88	14	100	23	2	2.015869e+02	6.830000e-02	2.480000e+10
89	14	100	23	3	2.011063e+02	2.050000e-01	7.420000e+10
90	14	100	23	4	1.953395e+02	9.750000e-04	3.310000e+08
91	14	100	23	16	1.182440e+02	2.700000e-03	3.350000e+08
92	14	100	23	17	1.176817e+02	8.660000e-04	1.060000e+08
93	14	100	24	1	2.034327e+02	7.840000e-04	4.830000e+08
94	14	100	24	2	2.031160e+02	1.210000e-03	7.450000e+08
95	14	100	24	3	2.026380e+02	3.540000e-04	2.160000e+08
96	14	100	24	4	1.968718e+02	2.260000e-01	1.300000e+11
97	14	100	24	5	1.900688e+02	6.500000e-02	3.520000e+10
98	14	100	24	16	1.197759e+02	9.340000e-05	1.990000e+07
99	14	100	24	17	1.192127e+02	1.510000e-05	3.180000e+06
100	14	100	24	19	1.142283e+02	3.520000e-03	6.690000e+08
