	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	26	337	2	1	5.151987e+00	0.000000e+00	4.744000e+01
1	26	337	3	1	5.713996e+00	0.000000e+00	1.887000e+00
2	26	337	3	2	5.620025e-01	0.000000e+00	8.837000e-01
3	26	337	4	1	9.187923e+00	0.000000e+00	1.744000e+02
4	26	337	4	2	4.035926e+00	0.000000e+00	7.046000e+01
5	26	337	4	3	3.473919e+00	0.000000e+00	2.926000e-01
6	26	337	5	1	9.982206e+00	0.000000e+00	3.260000e+02
7	26	337	5	2	4.830252e+00	0.000000e+00	1.954000e+02
8	26	337	5	3	4.268255e+00	0.000000e+00	7.977000e+01
9	26	337	5	4	7.943413e-01	0.000000e+00	2.043000e+00
10	26	337	6	1	3.401680e+01	1.997000e-01	1.671000e+09
11	26	337	6	2	2.886478e+01	2.103000e-03	1.267000e+07
12	26	337	6	3	2.830277e+01	3.814000e-03	2.210000e+07
13	26	337	6	5	2.403454e+01	5.525000e-04	2.308000e+06
14	26	337	7	1	3.521099e+01	1.355000e-01	1.822000e+09
15	26	337	7	2	3.005896e+01	6.539000e-05	6.410000e+05
16	26	337	7	3	2.949692e+01	4.341000e-04	4.097000e+06
17	26	337	7	4	2.602304e+01	1.578000e-05	1.159000e+05
18	26	337	7	5	2.522867e+01	1.469000e-03	1.014000e+07
19	26	337	8	1	3.574435e+01	6.922000e-02	1.919000e+09
20	26	337	8	2	3.059233e+01	2.384000e-04	4.841000e+06
21	26	337	8	4	2.655637e+01	6.439000e-04	9.853000e+06
22	26	337	8	5	2.576208e+01	1.141000e-04	1.642000e+06
23	26	337	9	1	4.212350e+01	2.291000e-04	4.409000e+06
24	26	337	9	2	3.697154e+01	2.332000e-01	3.458000e+09
25	26	337	9	3	3.640955e+01	3.510000e-03	5.048000e+07
26	26	337	9	4	3.293565e+01	2.426000e-02	2.855000e+08
27	26	337	9	5	3.214132e+01	1.939000e-03	2.173000e+07
28	26	337	10	1	4.236431e+01	5.674000e-04	7.365000e+06
29	26	337	10	2	3.721234e+01	2.934000e-03	2.939000e+07
30	26	337	10	3	3.665033e+01	2.962000e-01	2.878000e+09
31	26	337	10	5	3.238209e+01	7.351000e-02	5.575000e+08
32	26	337	11	1	4.831099e+01	1.704000e-03	4.315000e+07
33	26	337	11	2	4.315906e+01	4.643000e-02	9.382000e+08
34	26	337	11	3	4.259705e+01	3.982000e-01	7.839000e+09
35	26	337	11	4	3.912312e+01	2.132000e-02	3.540000e+08
36	26	337	11	5	3.832884e+01	3.857000e-02	6.148000e+08
37	26	337	12	1	4.889168e+01	9.870999e-04	5.119000e+07
38	26	337	12	2	4.373979e+01	1.785000e-01	7.409000e+09
39	26	337	12	4	3.970384e+01	1.008000e-01	3.446000e+09
40	26	337	12	5	3.890948e+01	3.814000e-05	1.253000e+06
41	26	337	13	1	5.088154e+01	1.458000e-03	8.188000e+07
42	26	337	13	2	4.572950e+01	9.692000e-03	4.398000e+08
43	26	337	13	4	4.169357e+01	2.343000e-02	8.837000e+08
44	26	337	13	5	4.089927e+01	2.080000e-01	7.550000e+09
45	26	337	14	1	-5.210360e+01	4.863000e-04	1.432000e+07
46	26	337	14	2	-4.695163e+01	5.951000e-03	1.423000e+08
47	26	337	14	3	-4.638963e+01	6.488000e-05	1.515000e+06
48	26	337	14	4	-4.291569e+01	7.388000e-04	1.476000e+07
49	26	337	14	5	-4.212136e+01	2.932000e-05	5.643000e+05
50	26	337	15	1	-5.257021e+01	1.371000e-03	2.740000e+07
51	26	337	15	2	-4.741834e+01	1.016000e-03	1.652000e+07
52	26	337	15	3	-4.685634e+01	2.633000e-03	4.181000e+07
53	26	337	15	5	-4.258798e+01	6.345000e-04	8.323000e+06
54	26	337	16	3	-4.753907e+01	1.721000e-03	2.109000e+07
55	26	337	17	3	-4.838905e+01	0.000000e+00	3.232000e+01
56	26	337	17	6	-2.008626e+01	0.000000e+00	8.626000e+01
57	26	337	17	10	-1.173864e+01	0.000000e+00	3.131000e-01
58	26	337	17	16	-8.498824e-01	0.000000e+00	7.697000e+00
59	26	337	18	1	-5.420341e+01	4.692000e-03	9.971000e+07
60	26	337	18	2	-4.905126e+01	5.976000e-05	1.040000e+06
61	26	337	18	3	-4.848935e+01	2.958000e-07	5.031000e+03
62	26	337	18	5	-4.422108e+01	3.145000e-04	4.448000e+06
63	26	337	19	1	-5.459029e+01	9.519000e-04	6.155000e+07
64	26	337	19	2	-4.943835e+01	6.952000e-03	3.687000e+08
65	26	337	19	4	-4.540244e+01	6.798000e-04	3.041000e+07
66	26	337	19	5	-4.460819e+01	3.244000e-03	1.401000e+08
67	26	337	20	3	-4.895384e+01	2.125000e-03	2.762000e+07
68	26	337	21	1	-5.472643e+01	7.785000e-03	2.529000e+08
69	26	337	21	2	-4.957455e+01	3.191000e-05	8.506000e+05
70	26	337	21	3	-4.901248e+01	1.175000e-02	3.062000e+08
71	26	337	21	4	-4.553853e+01	2.895000e-04	6.512000e+06
72	26	337	21	5	-4.474423e+01	1.059000e-03	2.300000e+07
73	26	337	22	1	-5.530180e+01	1.214000e-02	2.686000e+08
74	26	337	22	2	-5.014987e+01	1.570000e-04	2.856000e+06
75	26	337	22	3	-4.958784e+01	4.593000e-03	8.169000e+07
76	26	337	22	5	-4.531963e+01	1.555000e-04	2.310000e+06
77	26	337	23	1	-5.652077e+01	0.000000e+00	1.349000e+01
78	26	337	23	2	-5.136895e+01	0.000000e+00	6.896000e+00
79	26	337	23	3	-5.080689e+01	2.071000e-07	2.900000e+03
80	26	337	23	3	-5.080689e+01	0.000000e+00	5.131000e+01
81	26	337	23	6	-2.250409e+01	0.000000e+00	3.999000e+01
82	26	337	23	7	-2.130995e+01	0.000000e+00	2.205000e+00
83	26	337	23	9	-1.439730e+01	0.000000e+00	3.015000e+00
84	26	337	23	10	-1.415654e+01	0.000000e+00	2.345000e+01
85	26	337	23	11	-8.209835e+00	0.000000e+00	2.497000e+00
86	26	337	23	15	-3.950622e+00	0.000000e+00	3.465000e+00
87	26	337	23	16	-3.267740e+00	0.000000e+00	3.876000e+00
88	26	337	23	17	-2.417858e+00	0.000000e+00	6.429000e+00
89	26	337	23	18	-2.317556e+00	0.000000e+00	8.176000e-01
90	26	337	23	20	-1.853006e+00	0.000000e+00	2.515000e+01
91	26	337	23	22	-1.218968e+00	0.000000e+00	1.510000e+01
92	26	337	24	3	-5.527222e+01	1.350000e-02	2.237000e+08
93	26	337	25	3	-5.564108e+01	0.000000e+00	2.495000e+01
94	26	337	25	6	-2.733836e+01	0.000000e+00	1.336000e+01
95	26	337	25	10	-1.899075e+01	0.000000e+00	2.976000e+01
96	26	337	25	15	-8.784870e+00	0.000000e+00	1.007000e-01
97	26	337	25	16	-8.101997e+00	0.000000e+00	6.097000e+01
98	26	337	25	17	-7.252074e+00	0.000000e+00	1.182000e+02
99	26	337	25	20	-6.687235e+00	0.000000e+00	4.339000e+00
100	26	337	25	23	-4.834226e+00	0.000000e+00	9.655000e+00
101	26	337	25	24	-3.689639e-01	0.000000e+00	2.874000e-01
102	26	337	26	1	6.221303e+01	7.081000e-03	2.973000e+08
103	26	337	26	2	5.706106e+01	5.234000e-01	1.849000e+10
104	26	337	26	3	5.649913e+01	1.304000e+00	4.515000e+10
105	26	337	26	4	5.302528e+01	4.588000e-02	1.400000e+09
106	26	337	26	5	5.223091e+01	1.365000e-01	4.041000e+09
107	26	337	27	1	6.354104e+01	2.923000e+00	8.534000e+10
108	26	337	27	2	5.838886e+01	1.471000e-02	3.628000e+08
109	26	337	27	3	5.782703e+01	5.068000e-02	1.226000e+09
110	26	337	27	5	5.355878e+01	3.125000e-04	6.483000e+06
111	26	337	28	1	6.406540e+01	1.971000e+00	8.775000e+10
112	26	337	28	2	5.891354e+01	4.724000e-03	1.779000e+08
113	26	337	28	3	5.835149e+01	9.373000e-03	3.462000e+08
114	26	337	28	4	5.487759e+01	8.197000e-05	2.678000e+06
115	26	337	28	5	5.408329e+01	4.944000e-03	1.569000e+08
116	26	337	29	1	6.444101e+01	9.721000e-01	8.758000e+10
117	26	337	29	2	5.928909e+01	4.662000e-02	3.556000e+09
118	26	337	29	4	5.525325e+01	6.219000e-03	4.119000e+08
119	26	337	29	5	5.445888e+01	7.446000e-03	4.791000e+08
120	26	337	30	1	6.370723e+01	4.935000e-02	4.345000e+09
121	26	337	30	2	5.855516e+01	5.752000e-01	4.279000e+10
122	26	337	30	4	5.451923e+01	1.232000e-01	7.942000e+09
123	26	337	30	5	5.372495e+01	2.344000e-01	1.468000e+10
124	26	337	31	1	6.522826e+01	6.463000e-02	2.983000e+09
125	26	337	31	2	6.007627e+01	2.186000e-01	8.559000e+09
126	26	337	31	3	5.951449e+01	1.528000e-01	5.870000e+09
127	26	337	31	4	5.604046e+01	7.197000e-04	2.452000e+07
128	26	337	31	5	5.524611e+01	1.047000e-02	3.466000e+08
129	26	337	32	1	6.670612e+01	7.596000e-02	2.445000e+09
130	26	337	32	2	6.155420e+01	2.772000e-02	7.595000e+08
131	26	337	32	3	6.099217e+01	1.087000e+00	2.924000e+10
132	26	337	32	5	5.672402e+01	1.034000e-01	2.406000e+09
133	26	337	33	1	6.876050e+01	2.344000e-03	8.015000e+07
134	26	337	33	2	6.360852e+01	6.929000e-02	2.028000e+09
135	26	337	33	3	6.304666e+01	1.458000e+00	4.192000e+10
136	26	337	33	5	5.877835e+01	1.840000e-01	4.597000e+09
137	26	337	34	2	6.353680e+01	1.303000e+00	5.705000e+10
138	26	337	34	3	6.297461e+01	2.213000e-01	9.519000e+09
139	26	337	34	4	5.950078e+01	1.640000e-01	6.299000e+09
140	26	337	34	5	5.870627e+01	9.113000e-03	3.407000e+08
141	26	337	35	1	7.053737e+01	4.863000e-04	5.249000e+07
142	26	337	35	2	6.538512e+01	2.782000e-02	2.581000e+09
143	26	337	35	4	6.134921e+01	7.875000e-01	6.431000e+10
144	26	337	35	5	6.055485e+01	9.161000e-03	7.289000e+08
145	26	337	36	1	7.162831e+01	1.160000e-03	6.454000e+07
146	26	337	36	2	6.647614e+01	3.039000e-02	1.457000e+09
147	26	337	36	3	6.591420e+01	1.453000e-02	6.847000e+08
148	26	337	36	4	6.244019e+01	4.334000e-01	1.833000e+10
149	26	337	36	5	6.164602e+01	1.235000e+00	5.090000e+10
150	26	337	37	1	7.150437e+01	9.511000e-03	3.517000e+08
151	26	337	37	2	6.635233e+01	3.132000e+00	9.973000e+10
152	26	337	37	3	6.579038e+01	1.771000e-01	5.544000e+09
153	26	337	37	5	6.152213e+01	4.847000e-03	1.327000e+08
154	26	337	38	3	6.634062e+01	4.438000e+00	1.059000e+11
155	26	337	39	2	6.671043e+01	9.260000e-02	8.941000e+09
156	26	337	39	4	6.267472e+01	7.040000e-03	6.000000e+08
157	26	337	39	5	6.188016e+01	7.296000e-01	6.061000e+10
158	26	337	40	1	7.487529e+01	1.031000e-02	4.181000e+08
159	26	337	40	2	6.972337e+01	4.939000e-04	1.736000e+07
160	26	337	40	3	6.916134e+01	1.321000e-01	4.569000e+09
161	26	337	40	5	6.489299e+01	2.958000e+00	9.009000e+10
162	26	337	41	1	7.506751e+01	1.271000e-03	7.768000e+07
