	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	345	7	1	2	0	4	4	0.000000e+00	1.582000e+03	2p3.4S_3/2
1	26	345	7	2	2	2	2	4	1.721850e+01	1.582000e+03	2p3.2D_3/2
2	26	345	7	3	2	2	2	6	2.187860e+01	1.582000e+03	2p3.2D_5/2
3	26	345	7	4	2	1	2	2	3.233690e+01	1.582000e+03	2p3.2P_1/2
4	26	345	7	5	2	1	2	4	4.016930e+01	1.582000e+03	2p3.2P_3/2
5	26	345	7	6	2	1	4	6	9.352680e+01	1.582000e+03	2s1.2p4.4P_5/2
6	26	345	7	7	2	1	4	4	1.019670e+02	1.582000e+03	2s1.2p4.4P_3/2
7	26	345	7	8	2	1	4	2	1.046860e+02	1.582000e+03	2s1.2p4.4P_1/2
8	26	345	7	9	2	2	2	4	1.295250e+02	1.582000e+03	2s1.2p4.2D_3/2
9	26	345	7	10	2	2	2	6	1.314880e+02	1.582000e+03	2s1.2p4.2D_5/2
10	26	345	7	11	2	0	2	2	1.484920e+02	1.582000e+03	2s1.2p4.2S_1/2
11	26	345	7	12	2	1	2	4	1.543590e+02	1.582000e+03	2s1.2p4.2P_3/2
12	26	345	7	13	2	1	2	2	1.664880e+02	1.582000e+03	2s1.2p4.2P_1/2
13	26	345	7	14	2	1	2	4	2.428370e+02	1.582000e+03	2s0.2p5.2P_3/2
14	26	345	7	15	2	1	2	2	2.562070e+02	1.582000e+03	2s0.2p5.2P_1/2
15	26	345	7	16	3	1	4	2	8.891940e+02	1.582000e+03	2p2.3s1.4P_1/2
16	26	345	7	17	3	1	4	4	8.974370e+02	1.582000e+03	2p2.3s1.4P_3/2
17	26	345	7	18	3	1	2	2	9.006530e+02	1.582000e+03	2p2.3s1.2P_1/2
18	26	345	7	19	3	1	4	6	9.015670e+02	1.582000e+03	2p2.3s1.4P_5/2
19	26	345	7	20	3	1	2	4	9.060540e+02	1.582000e+03	2p2.3s1.2P_3/2
20	26	345	7	21	3	2	4	2	9.135500e+02	1.582000e+03	2p2.3p1.4D_1/2
21	26	345	7	22	3	2	2	6	9.188190e+02	1.582000e+03	2p2.3s1.2D_5/2
22	26	345	7	23	3	2	4	4	9.185020e+02	1.582000e+03	2p2.3p1.4D_3/2
23	26	345	7	24	3	2	2	4	9.201670e+02	1.582000e+03	2p2.3s1.2D_3/2
24	26	345	7	25	3	0	2	2	9.213970e+02	1.582000e+03	2p2.3p1.2S_1/2
25	26	345	7	26	3	1	4	4	9.255730e+02	1.582000e+03	2p2.3p1.4P_3/2
26	26	345	7	27	3	2	4	6	9.268010e+02	1.582000e+03	2p2.3p1.4D_5/2
27	26	345	7	28	3	1	4	2	9.278810e+02	1.582000e+03	2p2.3p1.4P_1/2
28	26	345	7	29	3	1	4	6	9.287140e+02	1.582000e+03	2p2.3p1.4P_5/2
29	26	345	7	30	3	2	2	4	9.304350e+02	1.582000e+03	2p2.3p1.2D_3/2
30	26	345	7	31	3	2	4	8	9.322690e+02	1.582000e+03	2p2.3p1.4D_7/2
31	26	345	7	32	3	0	2	2	9.344440e+02	1.582000e+03	2p2.3s1.2S_1/2
32	26	345	7	33	3	0	4	4	9.350560e+02	1.582000e+03	2p2.3p1.4S_3/2
33	26	345	7	34	3	1	2	4	9.377950e+02	1.582000e+03	2p2.3p1.2P_3/2
34	26	345	7	35	3	2	2	6	9.382530e+02	1.582000e+03	2p2.3p1.2D_5/2
35	26	345	7	36	3	1	2	2	9.408630e+02	1.582000e+03	2p2.3p1.2P_1/2
36	26	345	7	37	3	3	2	6	9.472020e+02	1.582000e+03	2p2.3p1.2F_5/2
37	26	345	7	38	3	0	6	6	9.477840e+02	1.582000e+03	2s1.2p3.3s1.6S_5/2
38	26	345	7	39	3	3	4	4	9.490580e+02	1.582000e+03	2p2.3d1.4F_3/2
39	26	345	7	40	3	3	2	8	9.492060e+02	1.582000e+03	2p2.3p1.2F_7/2
