	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
133209	26	345	2	1	1.718224e+01	0.000000e+00	1.474000e+04
133210	26	345	3	1	2.183258e+01	0.000000e+00	1.149000e+03
133211	26	345	3	2	4.650360e+00	0.000000e+00	4.236000e+02
133212	26	345	4	1	3.226881e+01	0.000000e+00	3.013000e+04
133213	26	345	4	2	1.508660e+01	0.000000e+00	5.922000e+03
133214	26	345	4	3	1.043620e+01	0.000000e+00	7.522000e-01
133215	26	345	5	1	4.008471e+01	0.000000e+00	2.913000e+04
133216	26	345	5	2	2.290251e+01	0.000000e+00	4.313000e+04
133217	26	345	5	3	1.825219e+01	0.000000e+00	1.218000e+04
133218	26	345	5	4	7.815918e+00	0.000000e+00	1.618000e+03
133219	26	345	6	1	9.333032e+01	1.934000e-01	1.226000e+10
133220	26	345	6	2	7.614777e+01	1.262000e-02	5.272000e+08
133221	26	345	6	3	7.149736e+01	6.183000e-03	2.274000e+08
133222	26	345	6	5	5.324526e+01	1.137000e-03	2.326000e+07
133223	26	345	7	1	1.017522e+02	1.526000e-01	1.722000e+10
133224	26	345	7	2	8.457026e+01	1.069000e-03	8.262000e+07
133225	26	345	7	3	7.992006e+01	6.546000e-04	4.512000e+07
133226	26	345	7	4	6.948344e+01	5.909000e-05	3.082000e+06
133227	26	345	7	5	6.166779e+01	3.791000e-03	1.560000e+08
133228	26	345	8	1	1.044658e+02	8.107000e-02	1.930000e+10
133229	26	345	8	2	8.728343e+01	1.654000e-03	2.725000e+08
133230	26	345	8	4	7.219682e+01	1.831000e-03	2.064000e+08
133231	26	345	8	5	6.438111e+01	7.142000e-05	6.413000e+06
133232	26	345	9	1	1.292526e+02	7.983000e-03	1.476000e+09
133233	26	345	9	2	1.120703e+02	2.836000e-01	3.924000e+10
133234	26	345	9	3	1.074201e+02	3.815000e-04	4.849000e+07
133235	26	345	9	4	9.698364e+01	2.648000e-02	2.753000e+09
133236	26	345	9	5	8.916794e+01	6.345000e-03	5.591000e+08
133237	26	345	10	1	1.312116e+02	1.119000e-04	1.419000e+07
133238	26	345	10	2	1.140298e+02	1.417000e-04	1.351000e+07
133239	26	345	10	3	1.093790e+02	3.432000e-01	3.011000e+10
133240	26	345	10	5	9.112692e+01	8.983000e-02	5.501000e+09
133241	26	345	11	1	1.481795e+02	3.397000e-03	1.653000e+09
133242	26	345	11	2	1.309973e+02	1.114000e-01	4.220000e+10
133243	26	345	11	4	1.159103e+02	1.173000e-01	3.490000e+10
